,label
0,0
1,1
2,0
3,0
4,2
5,0
6,0
7,0
8,0
9,1
10,1
11,2
12,0
13,0
14,0
15,0
16,0
17,1
18,1
19,1
20,2
21,1
22,0
23,0
24,0
25,0
26,1
27,0
28,2
29,0
30,2
31,2
32,1
33,0
34,1
35,0
36,0
37,0
38,2
39,0
40,0
41,0
42,0
43,0
44,0
45,2
46,1
47,1
48,0
49,0
50,1
51,2
52,0
53,0
54,0
55,2
56,0
57,2
58,2
59,0
60,0
61,2
62,0
63,0
64,0
65,1
66,1
67,1
68,0
69,0
70,1
71,0
72,2
73,0
74,1
75,1
76,1
77,1
78,0
79,2
80,0
81,0
82,0
83,0
84,2
85,2
86,0
87,0
88,0
89,0
90,2
91,0
92,2
93,0
94,2
95,0
96,0
97,0
98,2
99,2
100,0
101,2
102,0
103,0
104,1
105,2
106,1
107,0
108,1
109,2
110,2
111,1
112,0
113,1
114,2
115,0
116,1
117,0
118,0
119,2
120,1
121,1
122,1
123,0
124,2
125,0
126,0
127,0
128,1
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,2
137,1
138,0
139,0
140,2
141,1
142,0
143,2
144,0
145,0
146,0
147,0
148,0
149,0
150,2
151,0
152,2
153,0
154,1
155,2
156,0
157,2
158,1
159,1
160,0
161,2
162,1
163,0
164,1
165,0
166,1
167,2
168,1
169,1
170,1
171,2
172,1
173,0
174,1
175,0
176,1
177,0
178,1
179,0
180,2
181,2
182,2
183,2
184,0
185,1
186,0
187,1
188,0
189,1
190,2
191,0
192,0
193,1
194,2
195,1
196,0
197,2
198,1
199,1
200,1
201,2
202,1
203,0
204,0
205,0
206,0
207,1
208,2
209,1
210,1
211,0
212,0
213,2
214,1
215,2
216,2
217,1
218,0
219,0
220,0
221,0
222,2
223,1
224,0
225,0
226,0
227,0
228,2
229,1
230,1
231,0
232,0
233,0
234,0
235,0
236,2
237,0
238,1
239,0
240,1
241,0
242,0
243,1
244,2
245,2
246,1
247,2
248,0
249,0
250,0
251,0
252,2
253,0
254,2
255,0
256,2
257,2
258,0
259,0
260,0
261,2
262,2
263,1
264,0
265,1
266,2
267,1
268,2
269,2
270,0
271,2
272,0
273,2
274,0
275,0
276,0
277,2
278,0
279,2
280,2
281,1
282,1
283,2
284,0
285,0
286,1
287,1
288,2
289,0
290,0
291,2
292,1
293,2
294,2
295,0
296,0
297,1
298,2
299,0
300,0
301,0
302,0
303,0
304,0
305,1
306,0
307,0
308,1
309,0
310,0
311,1
312,2
313,2
314,0
315,0
316,0
317,0
318,1
319,1
320,0
321,0
322,2
323,0
324,2
325,0
326,0
327,0
328,0
329,1
330,1
331,2
332,1
333,0
334,0
335,0
336,2
337,0
338,1
339,1
340,1
341,0
342,2
343,2
344,0
345,1
346,0
347,2
348,0
349,2
350,0
351,0
352,2
353,0
354,1
355,0
356,0
357,0
358,1
359,1
360,0
361,0
362,0
363,1
364,0
365,1
366,1
367,2
368,2
369,2
370,0
371,1
372,2
373,2
374,1
375,0
376,0
377,2
378,0
379,1
380,1
381,0
382,2
383,2
384,1
385,0
386,0
387,1
388,0
389,0
390,2
391,2
392,0
393,2
394,2
395,0
396,0
397,2
398,2
399,2
400,2
401,0
402,0
403,2
404,2
405,2
406,0
407,0
408,1
409,0
410,2
411,0
412,0
413,1
414,2
415,2
416,0
417,0
418,0
419,1
420,1
421,0
422,2
423,0
424,0
425,0
426,2
427,0
428,2
429,1
430,1
431,1
432,0
433,0
434,1
435,0
436,0
437,2
438,1
439,1
440,1
441,1
442,1
443,2
444,0
445,1
446,0
447,0
448,0
449,2
450,0
451,1
452,2
453,1
454,2
455,0
456,0
457,1
458,2
459,1
460,0
461,0
462,0
463,0
464,0
465,2
466,0
467,1
468,0
469,0
470,0
471,2
472,2
473,0
474,2
475,0
476,1
477,0
478,0
479,0
480,1
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,1
490,0
491,0
492,1
493,2
494,1
495,2
496,0
497,2
498,2
499,2
500,0
501,2
502,1
503,0
504,1
505,0
506,0
507,1
508,1
509,0
510,1
511,0
512,2
513,0
514,1
515,0
516,1
517,0
518,0
519,0
520,2
521,0
522,0
523,2
524,1
525,0
526,2
527,1
528,2
529,0
530,1
531,0
532,2
533,0
534,2
535,2
536,2
537,1
538,0
539,1
540,0
541,0
542,0
543,2
544,2
545,0
546,2
547,1
548,0
549,2
550,1
551,2
552,0
553,0
554,1
555,1
556,0
557,1
558,0
559,1
560,1
561,0
562,0
563,1
564,0
565,2
566,0
567,1
568,0
569,1
570,0
571,0
572,0
573,0
574,0
575,0
576,1
577,0
578,1
579,1
580,1
581,0
582,1
583,0
584,0
585,0
586,2
587,2
588,0
589,1
590,2
591,2
592,0
593,2
594,2
595,1
596,0
597,0
598,1
599,0
600,0
601,0
602,2
603,1
604,1
605,0
606,1
607,1
608,2
609,0
610,0
611,2
612,2
613,1
614,1
615,1
616,0
617,0
618,1
619,1
620,1
621,0
622,1
623,2
624,0
625,1
626,0
627,2
628,2
629,2
630,2
631,1
632,0
633,0
634,0
635,2
636,1
637,2
638,0
639,1
640,1
641,1
642,1
643,2
644,1
645,2
646,2
647,2
648,0
649,0
650,1
651,0
652,0
653,2
654,1
655,0
656,2
657,1
658,0
659,1
660,1
661,2
662,0
663,2
664,0
665,0
666,0
667,0
668,2
669,0
670,0
671,0
672,0
673,0
674,1
675,0
676,1
677,1
678,0
679,0
680,0
681,1
682,0
683,0
684,0
685,2
686,1
687,1
688,1
689,2
690,2
691,0
692,1
693,1
694,1
695,0
696,0
697,1
698,1
699,0
700,1
701,0
702,0
703,2
704,2
705,1
706,2
707,2
708,1
709,1
710,2
711,0
712,0
713,1
714,0
715,0
716,1
717,0
718,0
719,0
720,2
721,1
722,0
723,0
724,0
725,0
726,2
727,0
728,1
729,1
730,0
731,2
732,2
733,1
734,1
735,1
736,2
737,2
738,1
739,0
740,1
741,2
742,2
743,1
744,1
745,0
746,1
747,0
748,1
749,1
750,2
751,0
752,2
753,0
754,0
755,2
756,0
757,0
758,1
759,0
760,0
761,0
762,1
763,0
764,2
765,0
766,0
767,1
768,1
769,2
770,1
771,0
772,0
773,1
774,2
775,0
776,0
777,0
778,0
779,0
780,2
781,1
782,2
783,0
784,0
785,2
786,0
787,1
788,0
789,2
790,2
791,1
792,0
793,2
794,1
795,2
796,1
797,0
798,1
799,2
800,1
801,0
802,1
803,0
804,0
805,0
806,1
807,1
808,2
809,1
810,0
811,2
812,0
813,1
814,1
815,0
816,1
817,0
818,1
819,1
820,1
821,1
822,0
823,2
824,0
825,0
826,0
827,0
828,0
829,0
830,2
831,1
832,0
833,2
834,1
835,1
836,0
837,2
838,0
839,1
840,0
841,2
842,0
843,1
844,0
845,1
846,0
847,0
848,2
849,2
850,1
851,0
852,0
853,2
854,0
855,1
856,1
857,0
858,1
859,0
860,1
861,0
862,0
863,2
864,1
865,0
866,0
867,2
868,1
869,1
870,0
871,1
872,0
873,2
874,0
875,1
876,1
877,1
878,2
879,2
880,1
881,0
882,0
883,0
884,1
885,2
886,1
887,1
888,0
889,2
890,0
891,2
892,1
893,0
894,2
895,0
896,0
897,1
898,1
899,0
900,2
901,1
902,2
903,2
904,2
905,2
906,1
907,1
908,0
909,0
910,1
911,0
912,1
913,0
914,0
915,2
916,0
917,0
918,0
919,1
920,0
921,1
922,0
923,0
924,0
925,0
926,0
927,1
928,0
929,0
930,0
931,1
932,2
933,2
934,1
935,2
936,2
937,1
938,0
939,1
940,1
941,0
942,1
943,1
944,2
945,2
946,2
947,0
948,0
949,2
950,0
951,0
952,2
953,2
954,0
955,2
956,0
957,2
958,1
959,0
960,1
961,0
962,2
963,1
964,2
965,0
966,2
967,0
968,1
969,2
970,1
971,1
972,0
973,2
974,0
975,0
976,0
977,1
978,0
979,1
980,0
981,1
982,2
983,2
984,2
985,2
986,1
987,0
988,0
989,1
990,0
991,0
992,0
993,0
994,0
995,2
996,0
997,0
998,2
999,0
1000,0
1001,0
1002,0
1003,2
1004,2
1005,1
1006,0
1007,1
1008,0
1009,1
1010,1
1011,1
1012,0
1013,1
1014,0
1015,2
1016,1
1017,1
1018,1
1019,1
1020,1
1021,0
1022,0
1023,0
1024,0
1025,0
1026,2
1027,1
1028,2
1029,1
1030,0
1031,1
1032,0
1033,2
1034,2
1035,1
1036,1
1037,0
1038,0
1039,0
1040,1
1041,0
1042,2
1043,2
1044,0
1045,2
1046,0
1047,2
1048,0
1049,0
1050,1
1051,2
1052,0
1053,1
1054,1
1055,1
1056,0
1057,1
1058,1
1059,1
1060,0
