,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_home,games_against_away,home_team_overall_rating,away_team_overall_rating,odds_home,odds_draw,odds_away
4234,0.5,0.4153846153846154,0.5,0.3,0.0,0.0,0.5201149425287356,0.38375350140056025,0.6020648493546201,0.43200520867845105,0.21003983764775508
4235,0.42424242424242425,0.26153846153846155,0.6,0.1,0.0,0.0,0.7959770114942529,0.47058823529411764,0.7886497874404294,0.26351381169555477,0.11372183563755887
4237,0.42424242424242425,0.35384615384615387,0.5,0.2,0.0,0.0,0.40804597701149425,0.39775910364145656,0.5779380560598764,0.45322233485148267,0.22285153456141335
4239,0.30303030303030304,0.4307692307692308,0.0,0.4,0.0,0.0,0.47413793103448276,0.6526610644257703,0.295071364650423,0.5086646139910266,0.49414927730065517
4240,0.36363636363636365,0.47692307692307695,0.4,0.5,0.0,0.0,0.4224137931034483,0.7142857142857143,0.3122147848434224,0.5006972586269611,0.4805929963248313
4242,0.3939393939393939,0.5538461538461539,0.3,0.7,0.0,0.0,0.4367816091954023,0.5294117647058824,0.37266151801760045,0.5090055610045052,0.4099926587054901
4243,0.3484848484848485,0.35384615384615387,0.2,0.2,0.0,0.0,0.40804597701149425,0.37815126050420167,0.4181384189818236,0.5188181118383941,0.3546455763236655
4244,0.5,0.36923076923076925,0.5,0.4,0.0,0.0,0.5057471264367817,0.3949579831932773,0.5472870994159993,0.46807419364072717,0.2467088206028833
4247,0.3787878787878788,0.3230769230769231,0.4,0.0,0.0,0.0,0.42528735632183906,0.47619047619047616,0.5466898269526043,0.46875751332275356,0.24692696059055344
4253,0.36363636363636365,0.47692307692307695,0.4,0.5,0.0,0.0,0.8017241379310345,0.6834733893557423,0.5235121256018965,0.47371600126455093,0.26889636832303326
4256,0.5303030303030303,0.3076923076923077,0.6,0.4,0.0,0.0,0.5086206896551724,0.453781512605042,0.6014436878380528,0.4379619375090284,0.20698052637629702
4257,0.3333333333333333,0.35384615384615387,0.0,0.2,0.0,0.0,0.4885057471264368,0.42857142857142855,0.4452763044157736,0.5110536181057085,0.33014943370368954
4266,0.3484848484848485,0.3384615384615385,0.4,0.0,0.0,0.0,0.46551724137931033,0.45938375350140054,0.4637395870625073,0.5075322189374596,0.31238024851808094
4267,0.48484848484848486,0.27692307692307694,0.7,0.1,0.0,0.0,0.6436781609195402,0.45938375350140054,0.6647703176876545,0.3907594718702511,0.16803678346507878
4269,0.4393939393939394,0.4307692307692308,0.5,0.5,0.0,0.0,0.4511494252873563,0.40336134453781514,0.45983173219781087,0.49937114977949665,0.32172021355814767
4271,0.3787878787878788,0.4307692307692308,0.0,0.1,0.0,0.0,0.39080459770114945,0.7787114845938375,0.21546049575149542,0.46100645869417856,0.6101318562944665
4273,0.3787878787878788,0.4,0.0,0.1,0.0,0.0,0.4109195402298851,0.42857142857142855,0.4017081015592083,0.5049958001142354,0.3810795503919707
4280,0.3484848484848485,0.49230769230769234,0.3,0.5,0.0,0.0,0.8017241379310345,0.3641456582633053,0.6949767421194162,0.35824826805904947,0.15572235041608246
4286,0.3484848484848485,0.4,0.2,0.4,0.0,0.0,0.45689655172413796,0.39775910364145656,0.45101859486178586,0.5078353121576503,0.32595294528210744
4288,0.48484848484848486,0.5076923076923077,0.4,0.6,0.0,0.3333333333333333,0.5373563218390804,0.5406162464985994,0.4383678416149125,0.5205715731669748,0.33166143846203466
4289,0.4090909090909091,0.18461538461538463,0.4,0.1,0.3333333333333333,0.0,0.5718390804597702,0.3585434173669468,0.7364853595464536,0.32068638231005203,0.13434410675398134
4291,0.4090909090909091,0.26153846153846155,0.4,0.1,0.3333333333333333,0.0,0.41379310344827586,0.34173669467787116,0.520803117524538,0.4786001345642817,0.26876773194555403
4292,0.3787878787878788,0.36923076923076925,0.5,0.1,0.0,0.0,0.6264367816091954,0.48739495798319327,0.6253893509378052,0.41971441437765317,0.1925046123438552
4293,0.42424242424242425,0.4461538461538462,0.4,0.5,0.0,0.0,0.45977011494252873,0.4957983193277311,0.48181550777401794,0.5018609254307043,0.29637684871060505
4294,0.22727272727272727,0.5076923076923077,0.1,0.5,0.3333333333333333,0.0,0.39080459770114945,0.33613445378151263,0.40011984152352037,0.5051594184418902,0.3826953617758063
4295,0.5151515151515151,0.5076923076923077,0.6,0.5,0.0,0.3333333333333333,0.7097701149425287,0.5014005602240896,0.5283967861261651,0.479348160739954,0.26008374389544486
4297,0.36363636363636365,0.27692307692307694,0.3,0.1,0.0,0.3333333333333333,0.4454022988505747,0.3641456582633053,0.4960780921705628,0.4966245259275677,0.2842265916539827
